epoch,train_loss,val_loss,train_dice_class_0,train_dice_class_1,train_dice_class_2,train_dice_class_3,val_dice_class_0,val_dice_class_1,val_dice_class_2,val_dice_class_3
1,0.6621402645030537,0.5827678820571384,0.9606899076221261,0.18264987862581103,0.040558928035817975,0.18243243243243243,0.9932523780325124,0.2972972972972973,0.08108108108108109,0.2972972972972973
2,0.6184420738671277,0.5827678820571384,0.9924476736181654,0.20945945945945946,0.060810810810810814,0.2635135135135135,0.9932523780325124,0.2972972972972973,0.08108108108108109,0.2972972972972973
3,0.6251994717765499,0.5827678820571384,0.992445124835021,0.18243243243243243,0.07432432432432433,0.25,0.9932523780325124,0.2972972972972973,0.08108108108108109,0.2972972972972973
4,0.6319568916349798,0.5827678820571384,0.9924424370449888,0.18243243243243243,0.0472972972972973,0.25,0.9932523780325124,0.2972972972972973,0.08108108108108109,0.2972972972972973
5,0.6133754954144761,0.5827678820571384,0.9924437295605094,0.22972972972972974,0.08108108108108109,0.24324324324324326,0.9932523780325124,0.2972972972972973,0.08108108108108109,0.2972972972972973
6,0.6150654721501712,0.5827678820571384,0.9924405841157424,0.22297297297297297,0.06756756756756757,0.25675675675675674,0.9932523780325124,0.2972972972972973,0.08108108108108109,0.2972972972972973
1,0.761574261897319,0.6727179351605868,0.9283666578539975,0.013759279272027547,3.7005093394039e-05,0.013513513513513514,0.9933387867675932,0.15789473684210525,0.0,0.15789473684210525
2,0.7079618110044582,0.6727179351605868,0.9924770449002198,0.08108108108108109,0.0,0.0945945945945946,0.9933387867675932,0.15789473684210525,0.0,0.15789473684210525
3,0.7214761758978302,0.6727179351605868,0.9924735935643548,0.06756756756756757,0.0,0.05405405405405406,0.9933387867675932,0.15789473684210525,0.0,0.15789473684210525
